,track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,Year
782,My Life Would Suck Without You,Glee Cast,spotify:track:0UrheRSNBXBiZgudI7tVQ2,0.47100000000000003,0.6629999999999999,9,-6.284,1,0.0348,0.0177,0.0,0.0801,0.449,145.078,211800,4,42.53785,8,1,2000
783,"So Fresh, So Clean",OutKast,spotify:track:6glsMWIMIxQ4BedzLqGVi4,0.725,0.64,5,-7.905,0,0.332,0.0278,0.0,0.099,0.915,166.02900000000002,240027,3,33.860820000000004,10,1,2000
784,I Write Sins Not Tragedies,Panic! At The Disco,spotify:track:4bPQs0PHn4xbipzdPfn6du,0.5670000000000001,0.795,9,-4.985,0,0.134,0.0938,0.0,0.114,0.635,170.06,187613,4,34.73216,9,1,2000
785,Roc Boys (And The Winner Is)...,JAY-Z,spotify:track:7qTHHJ8MeXEKBVuopWdw4b,0.6559999999999999,0.9229999999999999,11,-1.6469999999999998,1,0.252,0.0356,0.0,0.156,0.67,94.62299999999999,252107,4,26.230209999999996,9,1,2000
786,Peacekeeper,Fleetwood Mac,spotify:track:47QCcoUKxDP1vuli0LwT8G,0.604,0.759,7,-4.896,0,0.0317,0.136,1.3800000000000002e-05,0.10099999999999999,0.6709999999999999,127.208,250760,4,31.85241,11,1,2000
787,Bad Girlfriend,Theory Of A Deadman,spotify:track:5m7on0zpnmeAXy72ANrmfU,0.504,0.9570000000000001,0,-2.657,1,0.0529,0.00298,0.0,0.187,0.6759999999999999,135.013,205627,4,30.8412,10,1,2000
788,Buy Me A Rose,Kenny Rogers With Alison Krauss & Billy Dean,spotify:track:3Hl451i7KUVN84rr0n4U1o,0.635,0.29600000000000004,3,-13.728,1,0.0298,0.562,1.97e-06,0.11,0.198,97.99799999999999,227067,4,37.7954,9,1,2000
789,Rex Rebi Rebellis,Turisas,spotify:track:4Dir1HkBCcJrHIFDG705JG,0.41,0.7709999999999999,7,-7.807,1,0.0452,0.00156,0.235,0.122,0.245,109.956,430360,4,18.14376,22,0,2000
790,Parks on Fire,Trifonic,spotify:track:44VAp0xmmV3DVoIe3Hs7V1,0.483,0.617,10,-8.464,0,0.0466,0.147,0.528,0.21,0.203,167.82299999999998,443173,3,18.11225,15,0,2000
791,New Divide,Linkin Park,spotify:track:6Wx88Mv6b9ofjKMKkdwOJd,0.493,0.8079999999999999,5,-3.365,0,0.0362,0.00023500000000000002,0.0,0.0983,0.38,117.971,268613,4,19.85766,12,1,2000
792,Overdriver,Joe Satriani,spotify:track:36HslbqwAK3jf21gGe313T,0.46399999999999997,0.9,4,-5.7010000000000005,0,0.0369,0.00246,0.905,0.16699999999999998,0.71,81.991,305187,4,24.278570000000002,20,0,2000
793,Baby,Ashanti,spotify:track:6pWzCKTrKrwbUPzY8RLCoP,0.71,0.795,4,-3.005,0,0.0593,0.409,0.0,0.16,0.852,94.99700000000001,209120,4,19.9631,12,1,2000
794,A Different World,Bucky Covington,spotify:track:0E0B8a7LSVgbQL160oUnwO,0.62,0.6859999999999999,9,-5.027,1,0.0276,0.0327,0.0,0.10099999999999999,0.46399999999999997,128.96200000000002,208573,4,16.46621,12,1,2000
795,Yee Haw,Jake Owen,spotify:track:32C5of1pAeU7IeEbGiLWAo,0.672,0.934,7,-3.322,1,0.0333,0.0956,0.0,0.109,0.948,129.123,172507,4,28.48517,8,1,2000
796,The Goose Is Getting Fat,Jon Kennedy,spotify:track:3XV92cwnyFmUa7OfX5xpFe,0.637,0.701,10,-9.885,0,0.0363,0.0266,0.775,0.128,0.637,112.993,255920,4,37.84722,10,0,2000
797,Higher,Creed,spotify:track:1ZozJfi8u9cO2Ob8KwiwNT,0.45899999999999996,0.83,2,-6.254,1,0.0364,5.15e-05,0.00014,0.20600000000000002,0.431,155.826,316733,4,28.21589,14,1,2000
798,A Celebration For The Death Of Man,Agalloch,spotify:track:0t4BqNdnmncQyZoot8pu6S,0.555,0.562,4,-9.163,0,0.0342,0.33799999999999997,0.9420000000000001,0.281,0.228,115.08200000000001,144333,4,93.44488,4,0,2000
799,Small Town Southern Man,Alan Jackson,spotify:track:5ExWY6ojo1Qm3rC7iaEqx2,0.6829999999999999,0.43799999999999994,3,-12.433,1,0.0264,0.12,8.49e-06,0.26899999999999996,0.568,132.951,280267,4,28.153370000000002,13,1,2000
800,N.Y.C.,Easy Mo Bee,spotify:track:6fDUxP6x8iNxua9J00gzzx,0.5660000000000001,0.9329999999999999,6,-3.405,0,0.396,0.016,0.0,0.29100000000000004,0.489,75.88,307827,3,92.84037,10,0,2000
801,Swinging In The Jungle,Scooter,spotify:track:2LYPeCTajPZ0EocoYMcFLS,0.485,0.9279999999999999,0,-5.876,1,0.0367,0.000396,0.54,0.9,0.28300000000000003,142.017,224333,4,46.30464,9,0,2000
802,Got It Twisted,Mobb Deep,spotify:track:2nzFiCB8YoXf24MAM1qDmU,0.6970000000000001,0.7440000000000001,11,-5.702000000000001,0,0.22899999999999998,0.0958,0.0,0.263,0.504,103.266,224627,4,33.09202,9,1,2000
803,Get It Shawty,Lloyd,spotify:track:2a03afRiyAbNAleOByVju4,0.8220000000000001,0.905,5,-4.032,0,0.24100000000000002,0.12300000000000001,0.0,0.0496,0.674,128.014,209533,4,26.05924,9,1,2000
804,No Cigar,Millencolin,spotify:track:3XSX8AICldLHwxnONB4NLW,0.38299999999999995,0.986,9,-2.7960000000000003,1,0.0617,0.00028700000000000004,0.0,0.179,0.578,157.871,163227,4,19.36855,7,0,2000
805,The One You Love,Paulina Rubio,spotify:track:5nuvvKXACbvkftbe1oS0Oy,0.5770000000000001,0.8809999999999999,5,-3.9189999999999996,1,0.0393,0.0634,0.0,0.132,0.6779999999999999,91.885,227600,4,21.61808,11,1,2000
806,Fun Time,Iggy Pop,spotify:track:78eyZlGD7IWNwD4JyTfvCG,0.368,0.736,0,-9.128,1,0.0433,0.134,0.14,0.649,0.655,104.527,241067,4,31.978240000000003,11,0,2000
807,Mamá,Los Amantes De Lola,spotify:track:2oA3tCnnhyMaCVzS5MLZZY,0.552,0.8540000000000001,9,-6.742000000000001,0,0.0456,0.335,0.000264,0.161,0.818,141.977,226560,4,30.949609999999996,11,0,2000
808,Metál Lidérc: Metál nénike,Irigy Honaljmirigy,spotify:track:77MtYIJ010NNZf9GCymIOY,0.618,0.785,11,-6.937,1,0.109,0.11599999999999999,4.28e-06,0.0862,0.826,157.83100000000002,201760,4,40.80373,11,0,2000
809,Ehu Girl,Kolohe Kai,spotify:track:7hmvSpZSdBAaJmy0pHcGwh,0.8029999999999999,0.625,0,-5.379,1,0.0382,0.135,0.0,0.0888,0.94,133.013,229760,4,22.91969,9,0,2000
810,Smells Like Teen Spirit,The Bad Plus,spotify:track:6RoModa3txoHpxBtJMwnv2,0.384,0.7290000000000001,5,-9.379,0,0.0311,0.349,0.8759999999999999,0.109,0.39799999999999996,105.06700000000001,357133,4,58.87797,8,0,2000
811,The River,Good Charlotte Featuring M. Shadows And Synyster Gates,spotify:track:0d8aJLKZI1r4uOSLZBJaBK,0.439,0.945,1,-2.21,1,0.138,0.00677,0.0,0.166,0.455,161.954,195680,4,19.02015,10,1,2000
812,Play,Jennifer Lopez,spotify:track:7fFCnttacpotkyhTOxKv14,0.775,0.7290000000000001,1,-4.229,0,0.162,0.0303,0.00247,0.0361,0.895,104.719,211493,4,46.64891,8,1,2000
813,Rani,Faun,spotify:track:4f5hVnrSBAPuVfEaUDrogc,0.49,0.82,7,-6.704,1,0.0466,0.363,0.000386,0.0898,0.509,94.804,200520,4,38.20245,11,0,2000
814,Body Language - Original Mix,M.A.N.D.Y.,spotify:track:52wJfSCcUt8qFkU0KYvQ4S,0.7979999999999999,0.6759999999999999,4,-10.455,0,0.0558,0.0119,0.9,0.0938,0.8909999999999999,129.997,438013,4,45.28495,15,0,2000
815,Day of the Dead,XE-NONE,spotify:track:2GbmFUwItlSUFpzk8hkH4K,0.41200000000000003,0.966,10,-0.366,1,0.0775,0.00436,2.97e-06,0.35200000000000004,0.45399999999999996,79.971,282000,4,26.269809999999996,10,0,2000
816,Never Alone - Original Mix,Al Storm,spotify:track:7xeFtghb5Eg1A7e30nF1HX,0.46,0.992,5,-2.9,0,0.0573,4.13e-05,0.00294,0.0638,0.63,173.959,244138,4,44.16682,13,0,2000
817,Can I Have It Like That,Pharrell Featuring Gwen Stefani,spotify:track:73Ijn0pKw1YJVP4OO4jUl7,0.745,0.525,7,-7.532,1,0.239,0.129,0.0,0.0811,0.376,100.99,235360,4,27.458140000000004,8,1,2000
818,Untouched,The Veronicas,spotify:track:0KlahhzNb98zyN83Vwae0l,0.557,0.7829999999999999,6,-4.893,0,0.23399999999999999,0.0171,0.0172,0.151,0.442,177.00799999999998,255360,4,31.466859999999997,12,1,2000
819,"Now We Are Free - From ""Gladiator"" Soundtrack",Lisa Gerrard,spotify:track:1raWfcURBd1Q3W3K0ojDCM,0.28600000000000003,0.217,9,-18.805,1,0.0336,0.602,0.099,0.10400000000000001,0.0389,138.225,254307,4,88.57075999999999,12,0,2000
820,Hour Of Rats,The Red Chord,spotify:track:2fO0Tn70zvS4OH37YqLdYd,0.264,0.9740000000000001,10,-4.433,0,0.115,3.24e-05,0.154,0.493,0.384,156.36700000000002,160800,4,34.49535,10,0,2000
821,Action Woman,The Litter,spotify:track:15zIQqm0iq5gi5nwkOEQPJ,0.322,0.672,0,-7.391,1,0.0379,0.0659,2.3899999999999998e-05,0.165,0.536,133.887,153227,4,43.62758,9,0,2000
822,This Time Around,Hanson,spotify:track:6pISWFsFAZRH7xU5vlIN5n,0.308,0.895,1,-4.131,1,0.10300000000000001,0.0795,0.0,0.135,0.32799999999999996,164.27700000000002,257973,4,45.073879999999996,9,1,2000
823,"Symphonie Fantastique, Op. 14, ""Episode de la vie d'un artiste"": V. Songe d'une nuit du sabbat (Dream of a Witches' Sabbath)",Hector Berlioz,spotify:track:5CZ2IN503H4bhHG43uHNr3,0.252,0.21600000000000003,7,-18.824,0,0.0456,0.938,0.875,0.562,0.138,86.76700000000001,622053,4,32.254690000000004,31,0,2000
824,Best I Ever Had,Gary Allan,spotify:track:120w1eBYfiYrSXtegu6uEb,0.273,0.59,6,-4.997,1,0.0295,0.0025399999999999997,1.07e-06,0.10800000000000001,0.214,174.863,251480,4,41.32197,13,1,2000
825,Nattoppet,Detektivbyrån,spotify:track:1rH72YcWHiBndW2cDMMtWg,0.263,0.674,9,-8.337,0,0.0441,0.345,0.594,0.0664,0.23,157.937,200613,4,25.68262,8,0,2000
826,Making Memories Of Us,Keith Urban,spotify:track:0Sg5kWoILCs2zBoIHIsDAa,0.687,0.45399999999999996,4,-9.379,1,0.0255,0.614,0.00010700000000000001,0.107,0.331,103.93,236000,4,33.70585,11,1,2000
827,Laule - Folk Aesthetic Version,Tenhi,spotify:track:7yyqGmBIJvLf9m4Z4P6gFQ,0.675,0.21,2,-20.452,1,0.028999999999999998,0.97,0.105,0.10300000000000001,0.226,93.39,84093,4,35.20945,5,0,2000
828,"O Ajnabi (Happy) - From ""Main Prem Ki Diwani Hoon""",K. S. Chithra,spotify:track:5ReciHbAhKfDmK5l5SwYxs,0.581,0.462,5,-12.402999999999999,1,0.0422,0.522,1.0300000000000001e-05,0.081,0.364,136.067,402133,4,25.92088,17,0,2000
829,Starwatcher,Lalu,spotify:track:3BFj1uEYQhYOJAdGBsAbRO,0.532,0.856,4,-6.672000000000001,0,0.0453,0.0822,0.00627,0.147,0.21600000000000003,134.984,276520,5,17.57167,12,0,2000
830,Neverland,Avantasia,spotify:track:3cltha6ZPutKM8YmRBBb9L,0.579,0.914,1,-6.252999999999999,0,0.0383,9.84e-05,0.000901,0.153,0.504,101.169,300360,4,32.002990000000004,14,0,2000
831,Rock Formations,Yawning Man,spotify:track:0EAwKFwPX0JMI5QxuKxteG,0.496,0.6559999999999999,11,-7.349,0,0.0384,0.0013800000000000002,0.938,0.0554,0.504,115.50399999999999,321640,4,26.666929999999997,12,0,2000
832,Don't You Forget It,Glenn Lewis,spotify:track:7vKYuqKAySUizIkcAl4Oal,0.708,0.513,6,-7.747999999999999,0,0.0888,0.11800000000000001,0.0,0.114,0.31,89.0,248773,4,21.13532,11,1,2000
833,Opus 17 (Don't You Worry 'Bout Me) - 2006 Remaster,Frankie Valli & The Four Seasons,spotify:track:26C0PwEYOoEuXtNw6fwZIv,0.775,0.698,11,-9.1,1,0.0427,0.39899999999999997,0.0,0.319,0.924,121.919,153320,4,16.79992,9,0,2000
834,Try It On My Own,Whitney Houston,spotify:track:2IpeftovkFwpkWBYuS0qCz,0.544,0.593,6,-5.8870000000000005,1,0.0362,0.612,6.75e-06,0.146,0.139,135.877,280427,4,33.49273,11,1,2000
835,Move Shake Drop,DJ Laz Featuring Flo Rida & Casely,spotify:track:3rZ4v2IOSbJj5SRq3eoSox,0.8059999999999999,0.868,7,-3.6839999999999997,1,0.0794,0.0049299999999999995,0.0,0.157,0.597,127.93799999999999,190573,4,53.53276999999999,9,1,2000
836,Let's Get Blown,Snoop Dogg,spotify:track:0NdxbFFknA7kQ4E2zvJfey,0.94,0.621,4,-4.615,0,0.19899999999999998,0.402,0.079,0.245,0.6940000000000001,106.001,280680,4,66.62034,13,1,2000
837,Break Down The House - Original Mix,Laidback Luke,spotify:track:2gjsOfgQlNQAhkmy7VY0yt,0.885,0.67,10,-5.829,0,0.0992,0.0235,0.139,0.11699999999999999,0.36700000000000005,127.001,387672,4,32.56398,17,0,2000
838,Save A Horse (Ride A Cowboy),Big & Rich,spotify:track:5s7m2xNZWgz5FqVSIvJcGA,0.7,0.8959999999999999,2,-2.276,1,0.191,0.10800000000000001,0.0,0.45299999999999996,0.8170000000000001,102.065,200307,4,26.83527,8,1,2000
839,3's & 7's,Queens of the Stone Age,spotify:track:63wsuMhok6GgcBRd2strGk,0.43799999999999994,0.99,10,-3.89,0,0.10800000000000001,0.0651,0.0222,0.359,0.452,131.306,214067,4,40.38426,9,0,2000
840,Baby U Are,Gerald Levert,spotify:track:4z9aQnKnoM0cDrLkUXdbPr,0.657,0.537,6,-7.825,0,0.19899999999999998,0.0196,5.55e-06,0.102,0.636,172.21200000000002,317067,4,25.7608,16,1,2000
841,Out Here Grindin,"DJ Khaled Feat. Akon, Plies, Young Jeezy, Rick Ross, Ace Hood, Trick Daddy & Lil' Boosie",spotify:track:61RnPNHdba0aB7Itq2qCut,0.6459999999999999,0.8290000000000001,6,-1.953,0,0.147,0.0119,0.0,0.145,0.344,175.972,263133,4,59.70245,14,1,2000
842,On Fire,Lloyd Banks,spotify:track:0B2ZuTLZnWQ6gz8RlNwBu1,0.759,0.825,8,-4.289,1,0.22,0.0923,0.00057,0.24,0.429,94.85700000000001,187280,4,74.85128,9,1,2000
843,Our Song,Taylor Swift,spotify:track:15DeqWWQB4dcEWzJg15VrN,0.6679999999999999,0.672,2,-4.931,1,0.0303,0.111,0.0,0.32899999999999996,0.539,89.01100000000001,201107,4,25.73794,9,1,2000
844,Hate Rock Trio,HTRK,spotify:track:0BYiWjZbgUaDDWAH3W7qeb,0.222,0.5670000000000001,5,-12.595,0,0.0345,0.0629,0.857,0.11,0.0849,163.634,154440,4,34.51556,7,0,2000
845,Time - Film Edit,The American Dollar,spotify:track:6n8iWKyjoSEsYyU3WMmoqU,0.0698,0.0948,0,-20.031,0,0.0396,0.892,0.925,0.0896,0.0335,75.984,226250,4,38.202020000000005,6,0,2000
846,Thirten - Original Mix,Phaeleh,spotify:track:7vZfWIaHKXFTmIr1UThDdX,0.335,0.5329999999999999,1,-16.441,1,0.0558,0.0487,0.861,0.0694,0.0358,149.197,342447,4,26.26478,13,0,2000
847,The Way We Get By,Spoon,spotify:track:0ZXmGxjtSWLD1KO8IRRuIg,0.725,0.662,9,-5.819,0,0.0291,0.363,5.3e-06,0.125,0.591,75.009,160747,4,24.31415,7,0,2000
848,"I Won't Say (I'm In Love) - From ""Hercules"" / Soundtrack Version",Susan Egan,spotify:track:3Dupb5AcaVFErlSSfl3szW,0.684,0.47100000000000003,0,-9.43,1,0.043,0.20800000000000002,0.0,0.14,0.45299999999999996,121.081,140093,4,28.037259999999996,8,0,2000
849,Morseton 2.0 (Elektro Pop Cut),Heiko & Maiko,spotify:track:02yLzMazdCqRGUDcW1cbxC,0.924,0.629,0,-6.752999999999999,1,0.07400000000000001,0.0040100000000000005,0.805,0.0484,0.5429999999999999,130.004,202284,4,34.72338,8,0,2000
850,Southern Voice,Tim McGraw,spotify:track:1R9tieT3ZujuJ77a9U5wR3,0.63,0.877,9,-4.106,1,0.0321,0.0446,0.0,0.113,0.758,112.051,242427,4,59.407469999999996,9,1,2000
851,Embers,Max Richter,spotify:track:5y13OjQquerzFK0dIDETgG,0.27699999999999997,0.0309,0,-28.141,0,0.0351,0.987,0.7929999999999999,0.5379999999999999,0.0702,65.546,218307,4,63.51774,8,0,2000
852,She Wolf,Shakira,spotify:track:4cS2HQ6jK80vqdY9ofpztx,0.865,0.69,7,-7.4479999999999995,1,0.0444,0.289,0.0138,0.225,0.868,121.98299999999999,188867,4,52.72801,9,1,2000
853,"Messa da Requiem, Agnus Dei: Agnus Dei - soprano/mezzo soprano/chorus",Giuseppe Verdi,spotify:track:7igPPe9KswPmFeNFwFqj8C,0.201,0.00536,0,-38.917,1,0.0498,0.9470000000000001,0.0869,0.126,0.0679,79.311,275400,3,88.56364,9,0,2000
854,Rock On,Skatebård,spotify:track:0soVcdz7WW1ZIUB7MteTGi,0.532,0.664,9,-11.387,1,0.033,0.00205,0.914,0.177,0.225,94.984,372947,4,26.795820000000003,15,0,2000
855,Two Wrongs,Wyclef Jean Featuring Claudette Ortiz,spotify:track:632GESqggMN84rS3sRXy0K,0.662,0.613,9,-7.553,1,0.18899999999999997,0.0899,0.0,0.0831,0.401,83.015,231133,4,44.553000000000004,10,1,2000
856,Increíble,Moderatto,spotify:track:1FHdOrt5shheU57hb4NZM5,0.47200000000000003,0.83,2,-5.047,1,0.0366,0.14400000000000002,1.86e-05,0.0817,0.523,132.04,267585,4,29.9886,13,0,2000
857,Love You More,Ginuwine,spotify:track:2KIxyCvBR4u1f9B2IRdlXX,0.6609999999999999,0.42200000000000004,8,-6.917999999999999,0,0.0282,0.0887,2.39e-06,0.16399999999999998,0.428,117.007,241373,4,30.533959999999997,13,1,2000
858,Gotta Getcha,Jermaine Dupri,spotify:track:5gOYXiA88QUy9DdWR4oNni,0.762,0.324,4,-7.447,0,0.32899999999999996,0.0663,2.33e-06,0.095,0.48200000000000004,209.81900000000002,170933,4,61.73502,7,1,2000
859,Trapped In The Closet,R. Kelly,spotify:track:45LrQ3tg1z8plpuQRCuSwE,0.551,0.583,4,-6.473,1,0.159,0.539,0.0,0.365,0.419,107.42399999999999,992160,4,22.0433,29,1,2000
860,Love Of My Life (An Ode To Hip Hop),Erykah Badu Featuring Common,spotify:track:0ieS2bue78yadTdPiyzsaO,0.5710000000000001,0.40399999999999997,7,-9.271,1,0.392,0.11599999999999999,0.000567,0.0913,0.48700000000000004,86.47200000000001,337573,4,22.30668,15,1,2000
861,Get It On Tonite,Montell Jordan,spotify:track:0AcLrSfAEBQcUnHOTm5pXg,0.807,0.498,10,-9.91,0,0.0755,0.259,3.04e-05,0.0618,0.857,99.001,277413,4,29.42822,14,1,2000
862,Now Night Her Course Began,Sephiroth,spotify:track:2uK3MyZTClTtjMaisrbLYE,0.0609,0.24100000000000002,8,-20.051,1,0.0399,0.688,0.86,0.107,0.0375,64.138,543560,4,41.05025,27,0,2000
863,Kaléidoscope 2,Bernard Parmegiani,spotify:track:44Ce8z1Iq6i4YfsxPoribK,0.304,0.555,11,-12.4,1,0.0411,0.633,0.787,0.0782,0.156,94.87700000000001,262880,4,43.11183,10,0,2000
864,"Le damnation de Faust, Op. 24: Rákóczi March",Hector Berlioz,spotify:track:7DntMfWcztVDZTjPOQyYAD,0.426,0.275,9,-16.654,1,0.032,0.972,0.878,0.106,0.603,105.225,261160,4,24.899729999999998,12,0,2000
865,I'd Rather Be With You,Joshua Radin,spotify:track:0FdQ98kOrGCnheoeZWayZm,0.574,0.48100000000000004,1,-12.306,1,0.0353,0.0717,0.0003,0.113,0.228,81.582,169213,4,35.67454,6,1,2000
866,I Think I'm In Love With You,Jessica Simpson,spotify:track:34PsixEmIceg39NpaYxBsH,0.715,0.815,9,-5.867000000000001,1,0.0576,0.0689,0.0,0.233,0.804,106.001,197693,4,23.495829999999998,8,1,2000
867,Don't Matter,Akon,spotify:track:7I6DceMT3utDOHjcYCbrr4,0.7979999999999999,0.44299999999999995,2,-6.062,1,0.0403,0.244,0.0,0.326,0.354,125.23200000000001,293053,4,29.046359999999996,14,1,2000
868,Dietro casa,Ludovico Einaudi,spotify:track:1NNrdT3dU1hHmyVSLdV7JO,0.385,0.0944,8,-28.816999999999997,1,0.0581,0.986,0.8690000000000001,0.0994,0.0289,103.80799999999999,233467,4,45.16532,11,0,2000
869,"Twist, Nail, Torture",Astarte,spotify:track:72azgoY5nPVjpkI5AnO30Q,0.31,0.98,9,-5.903,0,0.071,3.05e-06,0.514,0.13699999999999998,0.094,166.06400000000002,271933,4,38.30773,11,0,2000
870,Low Pressure Zone,Clubroot,spotify:track:0xLmLMC5phGgyrq2c5bAfc,0.478,0.349,11,-12.640999999999998,0,0.0371,0.337,0.9079999999999999,0.124,0.0776,139.981,214160,4,41.91553,9,0,2000
871,Halle Berry (She's Fine),Hurricane Chris Featuring SupaSTAAR,spotify:track:63XXvHR6FfiRDk5lKNNCMI,0.7090000000000001,0.7440000000000001,11,-5.905,0,0.134,0.0119,0.0,0.0609,0.508,145.112,281480,4,22.3177,12,1,2000
872,Meanwhile Back At The Ranch,The Clark Family Experience,spotify:track:2NpEN6jlCVuUBAJoptmaSF,0.585,0.84,7,-6.109,1,0.0324,0.0649,0.0,0.36700000000000005,0.534,94.944,179467,4,18.12,8,1,2000
873,Sheena Is A Punk Rocker,The Vandals,spotify:track:46A2izIc1SrawwyysXMati,0.361,0.982,0,-2.01,1,0.275,0.0241,0.00035,0.33,0.36,145.736,135867,4,35.36464,6,0,2000
874,Break Down Here,Julie Roberts,spotify:track:1xsGrsVJwG9zel8pefzVeo,0.649,0.501,1,-8.129,1,0.0304,0.14400000000000002,0.0,0.0996,0.221,126.035,245493,4,39.301190000000005,10,1,2000
875,Sonic Heroes,Crush 40,spotify:track:0wZAQokPco04V9a9oOvm4M,0.312,0.924,10,-5.7379999999999995,1,0.0833,3.570000000000001e-05,1.4800000000000002e-05,0.105,0.465,188.226,208360,4,18.30565,11,0,2000
876,Austin,Blake Shelton,spotify:track:2WQAknZHrJAEQOFXe0F44P,0.605,0.609,7,-7.063,1,0.0278,0.188,0.0,0.0982,0.275,119.914,230333,4,40.549,10,1,2000
877,She's Not Just A Pretty Face,Shania Twain,spotify:track:5xh0pLWWOuHiHsqvIX8JpH,0.565,0.878,9,-4.388,1,0.0385,0.0431,0.0,0.365,0.451,98.985,229027,4,54.639309999999995,8,1,2000
878,New Day,Patti LaBelle,spotify:track:3uxXquDyiqlkXNchJYQjge,0.742,0.47700000000000004,1,-4.4030000000000005,1,0.0379,0.0722,5.84e-06,0.0911,0.594,95.19,199840,4,20.39367,12,1,2000
879,Piece Of Me,Britney Spears,spotify:track:2EvwLVrnYbCZEG6Kx5DCRy,0.769,0.638,11,-5.053999999999999,1,0.21600000000000003,0.0902,0.0,0.0857,0.782,115.007,212107,4,28.94398,9,1,2000
880,American Pie,Madonna,spotify:track:1vo6TY0FyLRBTXohxvflhJ,0.631,0.7340000000000001,5,-7.48,0,0.036000000000000004,0.348,0.0,0.135,0.591,124.036,273533,4,41.05767,12,1,2000
881,"Awful, Beautiful Life",Darryl Worley,spotify:track:5uqbTKo8Ogq1sBQ3u940Xz,0.627,0.777,2,-6.91,1,0.0322,0.0189,1.09e-06,0.17300000000000001,0.643,112.59899999999999,232800,4,35.663540000000005,11,1,2000
882,Collagen Rock (demo),Mclusky,spotify:track:7DbtjrzsHu8hQsuQktK3G5,0.512,0.982,11,-5.101,1,0.151,0.00473,0.0,0.0713,0.127,120.574,178587,4,21.21405,8,0,2000
883,Excuse Me Miss,JAY-Z,spotify:track:0ZHu7jkSSrT0eK4OxuG4O5,0.6990000000000001,0.862,6,-5.531000000000001,1,0.29,0.0304,0.0,0.0884,0.885,92.861,281240,4,39.42346,12,1,2000
884,Turn My Swag On,Soulja Boy Tell'em,spotify:track:6ATrsVaZT7XjkCynxM8cTS,0.546,0.7120000000000001,3,-3.1039999999999996,0,0.0269,0.0009689999999999999,0.0,0.406,0.489,150.154,206333,4,34.85991,9,1,2000
885,Seu mal / Moon da lua / Metal leve,Lulu Santos,spotify:track:2JiNF2UR8CcQYMRavhlqyx,0.4,0.732,9,-9.946,1,0.0486,0.0006,0.00212,0.10400000000000001,0.7879999999999999,120.036,370333,4,50.82655,18,0,2000
886,Y mi banda toca el rock,Laura Pausini,spotify:track:41hSfMnJEpBrvLFxytOngb,0.711,0.8220000000000001,2,-5.062,1,0.0863,0.0348,0.0,0.0914,0.6920000000000001,103.736,225533,4,20.52375,11,0,2000
887,Men In Black,Forever The Sickest Kids,spotify:track:52d1CVjEhfJF3xf8Y1dr3C,0.698,0.8590000000000001,5,-5.45,0,0.0976,0.0051,0.0,0.128,0.6779999999999999,111.045,185800,4,33.08447,10,0,2000
888,Samovar,The Dreadnoughts,spotify:track:5uoWdMOke4jG5OCOQ1NbVx,0.5489999999999999,0.976,9,-4.73,1,0.0829,0.0010199999999999999,0.000504,0.22699999999999998,0.461,97.09299999999999,210720,4,29.769240000000003,11,0,2000
889,Tum Bin Jaon Kahan,Hariharan,spotify:track:4u59BL6bp6Xl78sY2Xsv84,0.7340000000000001,0.359,11,-14.530999999999999,0,0.0268,0.23199999999999998,0.8640000000000001,0.0864,0.698,109.98100000000001,242800,4,21.20642,10,0,2000
890,Self Destruct (Live),Nausea,spotify:track:6S7nrJEPRdRobUAB7as2tf,0.45399999999999996,0.925,6,-5.78,1,0.0727,0.0007440000000000001,0.517,0.14400000000000002,0.478,88.43799999999999,140240,4,74.4553,6,0,2000
891,Tempting Time,Animals As Leaders,spotify:track:3TwKLIOl2hIPDE7z7rvOH3,0.17,0.9309999999999999,1,-5.176,0,0.0832,2.3800000000000003e-05,0.915,0.165,0.102,170.097,323933,4,118.36804,9,0,2000
892,Remember,Trans-Siberian Orchestra,spotify:track:2KsUNNRu4VUwvRuv5S2mU8,0.507,0.385,0,-8.279,1,0.0297,0.8590000000000001,0.0382,0.0945,0.136,134.614,205000,4,39.28183,11,0,2000
893,Mighty Disco King - Radio Mix,Megastylez,spotify:track:0XAWlUKcOzBb3mYDbENYnL,0.643,0.8009999999999999,4,-7.774,0,0.0356,0.023,0.613,0.34299999999999997,0.762,143.99,206000,4,32.122679999999995,10,0,2000
894,Heartless,Kris Allen,spotify:track:4gwDrsXJPXfCAYFbpUjeCW,0.5770000000000001,0.747,10,-4.675,0,0.052000000000000005,0.133,0.0,0.141,0.502,94.954,222333,4,22.93863,9,1,2000
895,The Sprig of Thyme: No. 6. The cuckoo,John Rutter,spotify:track:0uG5kQ57Aeks1vHfQnAXjk,0.271,0.0442,1,-26.772,1,0.049,0.983,0.0424,0.0935,0.0488,131.029,152093,4,40.62539,6,0,2000
896,Frosthauch,Neun Welten,spotify:track:7uAG64VzhjGIXhyTOJiKgS,0.557,0.23800000000000002,4,-12.889000000000001,0,0.0256,0.8290000000000001,0.975,0.102,0.35,77.967,246133,4,50.25268,11,0,2000
897,I'm Alive,Kenny Chesney With Dave Matthews,spotify:track:12Nri9FR6o4Gpmrll3O2rW,0.564,0.244,3,-11.149000000000001,1,0.0329,0.758,0.000607,0.106,0.34600000000000003,78.07600000000001,197627,4,33.73216,11,1,2000
